id,name,email,linkedin_url,location,education_level,university,years_experience,previous_company,domain_expertise,technical_background,serial_entrepreneur,created_at
founder_332,Ronald Gomez,ajones@example.org,https://linkedin.com/in/xcraig,Seattle,PhD,,12,Amazon,"['InsurTech', 'HRTech', 'SaaS']",True,False,2016-05-03
founder_333,Antonio Cook,davidcastillo@example.org,https://linkedin.com/in/wilsondaniel,Denver,PhD,Other,17,Startup,"['SaaS', 'Gaming', 'AI/ML']",True,True,2015-09-05
founder_334,James Erickson,johnsoncarmen@example.net,https://linkedin.com/in/natalie69,New York,PhD,CMU,11,Amazon,"['MarTech', 'SaaS']",True,False,2023-03-06
founder_335,Tiffany Sanchez,durancassandra@example.com,https://linkedin.com/in/herringwilliam,Phoenix,Self-taught,MIT,25,Finance,"['EdTech', 'E-commerce']",True,False,2025-05-30
founder_336,Sabrina Rice,annvalentine@example.net,https://linkedin.com/in/mackashley,Portland,Master's,MIT,10,Finance,['Cybersecurity'],True,True,2023-06-16
founder_337,Karen Hernandez,macdonaldjasmine@example.org,https://linkedin.com/in/andrewholt,Seattle,Bachelor's,Other,16,Tesla,"['CleanTech', 'HealthTech', 'AgriTech']",True,False,2025-02-12
founder_338,Joshua Miller,jonesheather@example.net,https://linkedin.com/in/beckerjacqueline,Dallas,Self-taught,CMU,15,Amazon,"['SaaS', 'IoT', 'FoodTech']",True,False,2016-04-14
founder_339,James Conley,grichards@example.org,https://linkedin.com/in/wjackson,Miami,Bootcamp,Caltech,19,Microsoft,['FoodTech'],True,False,2023-03-03
founder_340,Edward Young,mmaldonado@example.org,https://linkedin.com/in/evansmaria,Seattle,Master's,Other,20,Google,['CleanTech'],False,False,2022-02-18
founder_341,Michael Nelson,keithsmith@example.org,https://linkedin.com/in/gordonelizabeth,Miami,Bootcamp,UC Berkeley,10,Google,['Gaming'],False,False,2025-03-20
founder_342,Kathryn Cox,caldwelljacob@example.net,https://linkedin.com/in/nhatfield,Miami,Bachelor's,MIT,4,Microsoft,['Cybersecurity'],True,False,2021-11-19
founder_343,Cassidy Lopez,ronaldmurphy@example.org,https://linkedin.com/in/matthew52,Seattle,Self-taught,,18,Amazon,"['AgriTech', 'MarTech', 'AI/ML']",True,False,2022-02-11
founder_344,Donald Garner,rhonda11@example.com,https://linkedin.com/in/tylerlong,San Francisco,Bachelor's,Harvard,11,Finance,['SaaS'],False,False,2024-03-27
founder_345,Jon Cook,april40@example.org,https://linkedin.com/in/deanmonica,Miami,Bootcamp,UC Berkeley,3,Tesla,"['CleanTech', 'AI/ML']",True,False,2019-07-10
founder_346,Gerald Torres,maldonadonathaniel@example.net,https://linkedin.com/in/ehernandez,San Diego,PhD,Other,21,Tesla,['EdTech'],False,False,2019-05-01
founder_347,Kaitlyn Williams,dennismoody@example.net,https://linkedin.com/in/juliemorris,Boston,Bootcamp,Other,16,Facebook,"['LegalTech', 'InsurTech']",True,False,2018-09-24
founder_348,Timothy Smith,tphillips@example.com,https://linkedin.com/in/jharrison,Dallas,PhD,MIT,2,Startup,"['Gaming', 'CleanTech']",True,False,2021-11-17
founder_349,Jill Harper,jasonfrye@example.com,https://linkedin.com/in/hgrimes,Nashville,Master's,Stanford,17,Google,"['SaaS', 'PropTech', 'AgriTech']",True,False,2018-10-01
founder_350,Mark Shaw,kwilson@example.org,https://linkedin.com/in/kellerbrian,Denver,Self-taught,,17,Startup,"['AgriTech', 'FoodTech']",False,False,2019-07-23
founder_351,Bryan Hodges,mjohnson@example.com,https://linkedin.com/in/gary41,Portland,Bootcamp,,23,Google,['FoodTech'],True,False,2025-05-26
founder_352,Kelly Scott,ucarter@example.org,https://linkedin.com/in/ryan92,San Francisco,Self-taught,CMU,25,Startup,"['HealthTech', 'Gaming']",False,False,2017-12-30
founder_353,Rachel Chen,englishandrew@example.com,https://linkedin.com/in/kathleenjones,Nashville,Bootcamp,Harvard,3,Google,['FoodTech'],True,False,2016-06-21
founder_354,John Cruz,medinajoseph@example.net,https://linkedin.com/in/kimberly05,Chicago,PhD,Caltech,19,Finance,['FinTech'],True,False,2017-01-09
founder_355,James Pope,espinozamatthew@example.net,https://linkedin.com/in/pamela13,Austin,PhD,MIT,10,Google,"['CleanTech', 'InsurTech']",False,False,2020-04-19
founder_356,Susan Cole,wmcdonald@example.com,https://linkedin.com/in/qwilson,Portland,Bachelor's,Stanford,9,Finance,"['AgriTech', 'SaaS', 'AI/ML']",False,False,2017-10-13
founder_357,Michael Brooks,smithsarah@example.net,https://linkedin.com/in/christopher06,Seattle,PhD,,10,Startup,"['EdTech', 'AgriTech']",True,False,2019-10-29
founder_358,Christy Jenkins,ryan85@example.net,https://linkedin.com/in/valerie28,Chicago,Bootcamp,UC Berkeley,1,Microsoft,"['InsurTech', 'Cybersecurity', 'IoT']",True,False,2018-04-11
founder_359,Kimberly Mullen,pmacdonald@example.net,https://linkedin.com/in/maria26,Miami,Master's,MIT,3,Facebook,"['Cybersecurity', 'CleanTech', 'HealthTech']",True,False,2016-01-05
founder_360,Michael Oliver,isullivan@example.org,https://linkedin.com/in/iirwin,Phoenix,Self-taught,UC Berkeley,6,Amazon,"['FinTech', 'InsurTech']",False,False,2020-05-10
founder_361,Michael Thompson,ewright@example.org,https://linkedin.com/in/murillorobert,San Diego,Master's,,13,Startup,['HRTech'],True,False,2018-08-03
founder_362,Joanne Perez,moonmartha@example.com,https://linkedin.com/in/fmartin,Boston,Master's,MIT,16,Amazon,"['LegalTech', 'IoT']",False,False,2023-09-29
founder_363,Krystal White,veronicabutler@example.com,https://linkedin.com/in/rgray,Washington DC,PhD,Other,21,Google,"['PropTech', 'SaaS', 'E-commerce']",True,False,2020-11-02
founder_364,Denise Arnold,jessica26@example.com,https://linkedin.com/in/evelyn73,San Francisco,Bootcamp,Other,8,Amazon,['LegalTech'],True,True,2016-07-22
founder_365,Dale Arnold,rodriguezchristie@example.com,https://linkedin.com/in/tonyaharris,San Francisco,PhD,UC Berkeley,2,Facebook,['AgriTech'],True,False,2022-09-16
founder_366,Ann Wagner,russelljackson@example.com,https://linkedin.com/in/melissawilliams,Washington DC,Master's,Stanford,1,Tesla,"['IoT', 'FoodTech', 'AgriTech']",False,False,2024-06-29
founder_367,Raymond Scott,barbara27@example.com,https://linkedin.com/in/hharris,Los Angeles,Self-taught,MIT,5,Facebook,"['SaaS', 'Gaming']",False,False,2016-10-01
founder_368,Faith Reed,tadams@example.net,https://linkedin.com/in/katherine86,San Francisco,Bootcamp,CMU,19,Finance,"['FinTech', 'LegalTech']",True,False,2020-04-24
founder_369,Jason Chavez,christopher50@example.net,https://linkedin.com/in/james74,Austin,Self-taught,CMU,10,Finance,"['EdTech', 'HRTech']",True,False,2015-11-18
founder_370,Thomas Pitts,jasmine58@example.org,https://linkedin.com/in/lisasparks,New York,Bootcamp,Other,21,Startup,"['FoodTech', 'AgriTech', 'EdTech']",True,True,2015-08-06
founder_371,Nicole Nichols,jenniferpatrick@example.org,https://linkedin.com/in/mccartydaniel,San Francisco,Self-taught,Harvard,15,Consulting,"['FoodTech', 'LegalTech', 'InsurTech']",False,False,2022-03-22
founder_372,Samantha Middleton,huntlisa@example.net,https://linkedin.com/in/martinezmarissa,Nashville,Bootcamp,Harvard,18,Consulting,"['HealthTech', 'FinTech', 'Blockchain']",True,False,2021-01-08
founder_373,John Kennedy,fmckenzie@example.org,https://linkedin.com/in/veronica94,Phoenix,Bootcamp,Stanford,24,Startup,"['LegalTech', 'IoT']",True,False,2016-02-09
founder_374,Christina Mccoy,jeremy11@example.org,https://linkedin.com/in/melissa69,Washington DC,Bootcamp,,12,Consulting,"['AI/ML', 'IoT', 'Cybersecurity']",True,False,2017-09-16
founder_375,Timothy Frank,kennethlucero@example.net,https://linkedin.com/in/jsmith,Chicago,Master's,Harvard,16,Amazon,['Cybersecurity'],False,False,2022-12-23
founder_376,Lauren Lambert,devinmitchell@example.net,https://linkedin.com/in/simonvernon,San Francisco,Bachelor's,,5,Tesla,"['MarTech', 'FoodTech']",True,False,2016-12-28
founder_377,James Martin,lpruitt@example.org,https://linkedin.com/in/gregoryyoung,San Diego,Self-taught,,1,Amazon,['SaaS'],False,False,2015-12-02
founder_378,Tyler Hudson,angel38@example.com,https://linkedin.com/in/stephanie83,Dallas,PhD,Caltech,22,Consulting,['FinTech'],False,False,2021-03-30
founder_379,Nicholas Kelly,mark81@example.org,https://linkedin.com/in/tsweeney,Boston,PhD,,4,Startup,"['Gaming', 'IoT', 'SaaS']",False,False,2022-01-24
founder_380,Mary Houston,stevensallison@example.net,https://linkedin.com/in/tracymontgomery,Boston,Bachelor's,,14,Google,"['Blockchain', 'InsurTech']",False,False,2024-12-09
founder_381,Brian Patel,derrickpayne@example.com,https://linkedin.com/in/wallacejennifer,San Francisco,Bootcamp,Stanford,15,Tesla,['HRTech'],True,False,2019-12-04
founder_382,Jeremy Davis,joseph60@example.com,https://linkedin.com/in/kanecraig,San Francisco,Bootcamp,CMU,10,Startup,['E-commerce'],True,False,2024-08-26
founder_383,Ashley Jones,stephenholland@example.com,https://linkedin.com/in/lmckee,Dallas,Bootcamp,CMU,8,Facebook,['CleanTech'],True,False,2017-10-05
founder_384,Kathryn Delgado,daniellekramer@example.com,https://linkedin.com/in/xreyes,Boston,Bootcamp,,25,Finance,"['CleanTech', 'Cybersecurity', 'InsurTech']",False,False,2018-01-15
founder_385,Mark Burgess,april83@example.net,https://linkedin.com/in/joseph91,Miami,Master's,Other,21,Startup,['AgriTech'],True,False,2022-02-08
founder_386,Luke Greene,katherinemathis@example.net,https://linkedin.com/in/fisherjoseph,San Francisco,Bootcamp,UC Berkeley,9,Finance,"['InsurTech', 'AgriTech', 'IoT']",True,True,2025-03-20
founder_387,Jeremiah Smith,evargas@example.com,https://linkedin.com/in/shawgregory,Miami,Master's,,2,Finance,"['AgriTech', 'FinTech']",True,False,2022-08-27
founder_388,Vincent Watson,brandonolson@example.org,https://linkedin.com/in/lauralopez,Miami,Self-taught,CMU,3,Google,"['Gaming', 'E-commerce', 'SaaS']",False,False,2020-11-18
founder_389,Christopher Hill,griffinmichelle@example.org,https://linkedin.com/in/sarahhamilton,Phoenix,Master's,Other,23,Microsoft,"['AgriTech', 'AI/ML', 'FoodTech']",True,True,2017-04-14
founder_390,Kristen Ritter,robertmartinez@example.org,https://linkedin.com/in/ryanmoss,Atlanta,Master's,CMU,11,Apple,"['HealthTech', 'HRTech']",True,False,2016-02-05
founder_391,Randy Whitaker,kathleen54@example.org,https://linkedin.com/in/zhuffman,Portland,Bachelor's,Other,2,Startup,['HealthTech'],False,False,2015-07-12
founder_392,Jordan Wilson,briancherry@example.org,https://linkedin.com/in/matthewsjames,New York,PhD,CMU,4,Google,"['HealthTech', 'Gaming', 'MarTech']",False,False,2023-06-24
founder_393,Natasha Rogers,kingcolleen@example.com,https://linkedin.com/in/qpeters,Atlanta,Master's,,20,Apple,"['Gaming', 'HRTech']",True,False,2018-06-22
founder_394,Morgan Cameron,kathrynortiz@example.net,https://linkedin.com/in/jeffrey36,Chicago,Master's,Caltech,5,Facebook,['CleanTech'],True,False,2017-12-14
founder_395,Jeffrey Walton,fhansen@example.com,https://linkedin.com/in/caroline87,Atlanta,Self-taught,MIT,13,Finance,['SaaS'],True,False,2015-07-18
founder_396,Alexander Ballard,jsalinas@example.org,https://linkedin.com/in/mackenzie49,Boston,Master's,Other,5,Microsoft,"['MarTech', 'InsurTech']",True,False,2018-11-04
founder_397,Margaret Perez,shill@example.com,https://linkedin.com/in/psmith,New York,Bachelor's,Harvard,25,Amazon,"['CleanTech', 'HealthTech', 'IoT']",True,False,2022-06-29
founder_398,Mr. Shawn Ray DDS,kellymartinez@example.org,https://linkedin.com/in/jacquelinehernandez,Washington DC,Self-taught,MIT,6,Microsoft,['MarTech'],True,False,2022-12-03
founder_399,Amanda Wang,trevor77@example.net,https://linkedin.com/in/ppark,Dallas,Bachelor's,Harvard,21,Startup,"['AI/ML', 'HRTech', 'Cybersecurity']",True,True,2017-09-16
founder_400,Andrew Wilcox,meyerdavid@example.com,https://linkedin.com/in/anguyen,New York,Bachelor's,CMU,23,Tesla,['AgriTech'],True,False,2023-08-24
founder_401,Christopher Armstrong,heather00@example.com,https://linkedin.com/in/melissawelch,Atlanta,Bootcamp,Stanford,20,Consulting,['AgriTech'],False,True,2020-09-20
founder_402,Benjamin Pratt,stephanie53@example.org,https://linkedin.com/in/ricardo58,Philadelphia,PhD,Harvard,8,Startup,['AI/ML'],True,False,2025-05-17
founder_403,Cassandra Harris,bcarroll@example.com,https://linkedin.com/in/amy71,San Diego,PhD,Other,14,Microsoft,"['E-commerce', 'HRTech']",False,True,2021-06-16
founder_404,Jonathan Juarez,amygutierrez@example.net,https://linkedin.com/in/zkane,Philadelphia,Bootcamp,Caltech,5,Consulting,['CleanTech'],True,False,2015-10-07
founder_405,Edward Brown,clarkkevin@example.org,https://linkedin.com/in/bchavez,Chicago,PhD,Other,23,Startup,"['MarTech', 'Gaming']",False,False,2018-04-20
founder_406,Brett Thompson,scunningham@example.com,https://linkedin.com/in/gracedavis,Seattle,Master's,,25,Tesla,"['CleanTech', 'MarTech']",False,False,2021-09-07
founder_407,Thomas Schaefer,gonzalesbrandon@example.net,https://linkedin.com/in/lisaromero,Austin,Master's,MIT,25,Consulting,"['CleanTech', 'InsurTech', 'Gaming']",True,False,2018-07-18
founder_408,Mrs. Stephanie Singh,william96@example.org,https://linkedin.com/in/brucetim,Los Angeles,Self-taught,Harvard,24,Amazon,"['SaaS', 'HealthTech']",True,False,2022-02-26
founder_409,Donna Boyle,avance@example.net,https://linkedin.com/in/farmerjason,Austin,Bootcamp,,25,Facebook,"['PropTech', 'EdTech', 'AgriTech']",False,False,2016-03-05
founder_410,Lisa Chandler,thomas47@example.net,https://linkedin.com/in/xbrown,Chicago,Master's,MIT,18,Consulting,['EdTech'],False,False,2023-01-27
founder_411,Susan Shaffer,allenwendy@example.com,https://linkedin.com/in/catherine80,Phoenix,Bachelor's,Other,8,Amazon,['CleanTech'],False,False,2023-10-31
founder_412,Marcus Williams,laurawilliams@example.net,https://linkedin.com/in/richardsangela,Dallas,PhD,Harvard,25,Startup,['FinTech'],True,False,2020-06-13
founder_413,Rebecca Sexton,kflynn@example.org,https://linkedin.com/in/tmartin,Chicago,Master's,Harvard,13,Finance,['IoT'],True,True,2025-03-19
founder_414,Renee Jones,mortonjennifer@example.com,https://linkedin.com/in/robertschristopher,Boston,PhD,Caltech,11,Facebook,"['E-commerce', 'Gaming', 'IoT']",False,False,2024-03-13
founder_415,Andre Hill,tayloraudrey@example.net,https://linkedin.com/in/scottlisa,Atlanta,Master's,Harvard,17,Finance,"['AgriTech', 'HRTech', 'SaaS']",False,False,2020-08-24
founder_416,April Montgomery,ray56@example.com,https://linkedin.com/in/kellysharon,Atlanta,Self-taught,UC Berkeley,7,Amazon,"['AI/ML', 'FoodTech', 'FinTech']",False,False,2022-12-11
founder_417,Michael Cline,reedsarah@example.com,https://linkedin.com/in/bobby46,Nashville,Bachelor's,CMU,2,Facebook,"['IoT', 'Blockchain']",True,False,2022-07-13
founder_418,Taylor Stafford,hayleyanderson@example.net,https://linkedin.com/in/kennethparker,Chicago,Master's,,0,Google,['FinTech'],True,False,2018-08-29
founder_419,Robert Pratt,james37@example.net,https://linkedin.com/in/timothymathis,Denver,PhD,UC Berkeley,9,Finance,"['IoT', 'HRTech', 'Blockchain']",True,False,2020-02-13
founder_420,Mark Norton,hardyamanda@example.com,https://linkedin.com/in/davidnorton,Phoenix,Self-taught,Stanford,21,Apple,"['IoT', 'LegalTech', 'PropTech']",True,False,2015-09-04
founder_421,Jennifer Harris PhD,carrollwhitney@example.org,https://linkedin.com/in/victoria08,Phoenix,Master's,,5,Google,"['HRTech', 'AI/ML', 'AgriTech']",False,False,2021-09-21
founder_422,Valerie Doyle,lopezamy@example.net,https://linkedin.com/in/smorrison,Seattle,Self-taught,Other,23,Google,"['LegalTech', 'IoT']",False,False,2024-11-24
founder_423,Antonio Casey,hbarnes@example.com,https://linkedin.com/in/ryancrawford,Washington DC,Bachelor's,,3,Finance,['FinTech'],True,False,2022-01-26
founder_424,Hannah Morgan,porterlisa@example.net,https://linkedin.com/in/guzmancourtney,Denver,Master's,Caltech,3,Google,['FinTech'],False,False,2017-08-17
founder_425,Kerry Hoover,manningtravis@example.com,https://linkedin.com/in/molinaroger,Nashville,Master's,CMU,17,Microsoft,"['PropTech', 'FinTech', 'FoodTech']",True,False,2018-04-01
founder_426,Heather Duncan,markanderson@example.org,https://linkedin.com/in/johnsonheather,Philadelphia,Self-taught,,13,Google,"['SaaS', 'PropTech', 'MarTech']",True,False,2023-07-03
founder_427,Jennifer Pope,anthonywright@example.org,https://linkedin.com/in/barbarawall,Denver,Self-taught,,22,Startup,"['EdTech', 'CleanTech']",True,False,2018-09-29
founder_428,James Mann,carl08@example.org,https://linkedin.com/in/smithjacob,Chicago,Self-taught,UC Berkeley,6,Amazon,['SaaS'],True,False,2015-07-21
founder_429,Mary Atkinson,vanessaedwards@example.com,https://linkedin.com/in/dcortez,Seattle,Bachelor's,CMU,6,Startup,"['HealthTech', 'SaaS', 'Blockchain']",True,False,2024-04-17
founder_430,Scott Scott,spearscurtis@example.net,https://linkedin.com/in/paul63,Philadelphia,PhD,,15,Amazon,['EdTech'],True,False,2022-10-07
founder_431,Glenn Graves,dan88@example.com,https://linkedin.com/in/michaeldawson,New York,Self-taught,Other,20,Google,"['CleanTech', 'HealthTech']",False,False,2024-05-26
founder_432,Juan Zhang,diazgabriel@example.org,https://linkedin.com/in/smithmarissa,New York,PhD,CMU,0,Startup,"['MarTech', 'CleanTech']",False,False,2023-05-11
founder_433,Kimberly Castillo,smithronald@example.org,https://linkedin.com/in/lauren19,Atlanta,Self-taught,UC Berkeley,0,Facebook,"['IoT', 'E-commerce', 'Gaming']",True,True,2021-04-24
founder_434,Jeffrey Bailey,tinarios@example.net,https://linkedin.com/in/michelleramirez,Denver,Bachelor's,Harvard,10,Finance,"['PropTech', 'SaaS']",False,False,2017-08-18
founder_435,Kayla Conley,joyarnold@example.com,https://linkedin.com/in/gforbes,Los Angeles,Self-taught,Caltech,18,Consulting,['Blockchain'],True,False,2018-09-06
founder_436,Aaron Evans,longdaniel@example.org,https://linkedin.com/in/kingjulie,Portland,Bootcamp,CMU,3,Apple,['EdTech'],False,False,2024-05-24
founder_437,James Holmes,danielle72@example.net,https://linkedin.com/in/fwarren,Seattle,Self-taught,,8,Amazon,['LegalTech'],True,False,2016-10-03
founder_438,Daniel Franklin,orrtaylor@example.com,https://linkedin.com/in/ashleybishop,New York,Self-taught,Stanford,13,Google,"['MarTech', 'CleanTech']",True,False,2024-02-10
founder_439,Anthony Rocha,leonardlisa@example.com,https://linkedin.com/in/gburns,San Francisco,Self-taught,CMU,0,Finance,['CleanTech'],True,False,2023-11-30
founder_440,Charles Glover,cochranbradley@example.com,https://linkedin.com/in/smithemily,Dallas,Self-taught,Harvard,5,Startup,['InsurTech'],True,False,2024-12-18
founder_441,Sarah Wilson,victorlamb@example.com,https://linkedin.com/in/rebekah95,New York,PhD,,5,Startup,"['AgriTech', 'FoodTech']",True,False,2016-05-04
founder_442,Linda Davis,staylor@example.com,https://linkedin.com/in/pbaker,San Francisco,Master's,Other,2,Amazon,"['MarTech', 'InsurTech', 'HealthTech']",True,False,2021-09-04
founder_443,Samantha Elliott,ortegavincent@example.net,https://linkedin.com/in/ojones,Philadelphia,PhD,,5,Amazon,"['PropTech', 'Gaming']",False,False,2016-01-06
founder_444,Destiny Cruz,robert15@example.net,https://linkedin.com/in/mullencatherine,Atlanta,Bootcamp,MIT,25,Facebook,"['IoT', 'SaaS']",False,False,2018-03-02
founder_445,Renee Day,zmarshall@example.net,https://linkedin.com/in/pleonard,Austin,Bootcamp,,12,Apple,"['E-commerce', 'FinTech', 'Gaming']",True,False,2018-04-13
founder_446,Brenda Bonilla,dbrown@example.org,https://linkedin.com/in/ytorres,Austin,Self-taught,Stanford,25,Apple,['CleanTech'],False,False,2022-12-21
founder_447,Victor Reid,silvaamy@example.com,https://linkedin.com/in/ldoyle,Seattle,Bachelor's,,18,Microsoft,"['Gaming', 'PropTech', 'Blockchain']",True,False,2024-01-30
founder_448,Stephanie Johnson,james76@example.com,https://linkedin.com/in/michael70,Phoenix,PhD,,20,Facebook,"['CleanTech', 'EdTech']",True,False,2023-09-27
founder_449,Laura Ward,jacob52@example.org,https://linkedin.com/in/jbrown,Los Angeles,PhD,CMU,1,Amazon,['SaaS'],True,False,2024-04-13
founder_450,Kristen Jenkins,evanford@example.org,https://linkedin.com/in/samanthagraham,Austin,PhD,UC Berkeley,14,Startup,['Blockchain'],True,True,2023-12-16
founder_451,Virginia Holland,sjackson@example.net,https://linkedin.com/in/timothy97,Seattle,Bootcamp,,23,Amazon,['Blockchain'],True,True,2023-03-14
founder_452,Todd Best,rebecca17@example.net,https://linkedin.com/in/swalker,Denver,Master's,Stanford,8,Consulting,['PropTech'],True,False,2019-12-30
founder_453,Edward Burke,john13@example.org,https://linkedin.com/in/heather74,Philadelphia,Bachelor's,Stanford,3,Tesla,"['MarTech', 'EdTech']",False,False,2021-01-13
founder_454,Matthew Foster,amy97@example.net,https://linkedin.com/in/briannacallahan,Atlanta,Master's,Caltech,13,Google,"['HRTech', 'E-commerce', 'HealthTech']",False,False,2016-11-26
founder_455,Richard Rojas,martinamanda@example.com,https://linkedin.com/in/alexanderadam,Miami,Self-taught,,6,Startup,"['FinTech', 'HealthTech']",True,False,2017-11-28
founder_456,Justin Oliver,kylegordon@example.net,https://linkedin.com/in/laurendiaz,Washington DC,Master's,Caltech,11,Google,"['LegalTech', 'MarTech']",False,False,2015-09-07
founder_457,Adam Hart,cainvalerie@example.org,https://linkedin.com/in/johnstonfrank,San Francisco,Master's,,7,Microsoft,"['Cybersecurity', 'CleanTech', 'Blockchain']",True,False,2025-06-05
founder_458,Alexander Cruz,oruiz@example.com,https://linkedin.com/in/whitneynguyen,Nashville,PhD,Other,0,Amazon,"['MarTech', 'FinTech', 'E-commerce']",False,False,2024-03-12
founder_459,Ruth Jones,jasonkeller@example.org,https://linkedin.com/in/youngrobert,Nashville,Bachelor's,,24,Finance,"['LegalTech', 'HRTech', 'PropTech']",False,False,2015-10-18
founder_460,Charles Mendoza,stacygonzalez@example.org,https://linkedin.com/in/logan41,Washington DC,Bootcamp,CMU,25,Facebook,['Cybersecurity'],True,False,2025-02-27
founder_461,Kelli Mason,youngbrian@example.org,https://linkedin.com/in/lararicardo,Dallas,Bootcamp,Stanford,2,Apple,"['CleanTech', 'E-commerce']",True,False,2018-01-11
founder_462,Paul Mercer,nicholas94@example.com,https://linkedin.com/in/arroyowanda,Washington DC,Bootcamp,Harvard,2,Amazon,"['IoT', 'Gaming']",True,False,2023-11-14
founder_463,Eric Gonzalez,sdean@example.com,https://linkedin.com/in/parkerchristine,Miami,Bootcamp,Stanford,11,Finance,"['IoT', 'HealthTech']",True,False,2020-07-23
founder_464,Sherri Gates,ejohnson@example.org,https://linkedin.com/in/bradleywinters,Denver,PhD,MIT,5,Consulting,"['MarTech', 'SaaS', 'Blockchain']",False,False,2018-05-13
founder_465,Anita Anderson,james59@example.com,https://linkedin.com/in/uchang,Denver,Self-taught,CMU,1,Apple,"['FoodTech', 'AgriTech']",False,False,2019-10-25
founder_466,Scott Rivera,andersonedward@example.net,https://linkedin.com/in/adrianramirez,New York,PhD,,6,Facebook,['AI/ML'],False,False,2025-01-01
founder_467,Karen Mckinney,jerome58@example.com,https://linkedin.com/in/wardlaura,Atlanta,Bachelor's,,1,Apple,"['LegalTech', 'SaaS', 'HealthTech']",True,False,2022-06-30
founder_468,Michelle Peterson,obrienjason@example.net,https://linkedin.com/in/michael90,San Francisco,Bachelor's,UC Berkeley,12,Microsoft,['SaaS'],True,False,2019-12-13
founder_469,Robert Hernandez,kevin14@example.com,https://linkedin.com/in/kendra01,Miami,Master's,CMU,16,Microsoft,['SaaS'],True,True,2020-08-28
founder_470,Kathryn Stone,harrygreene@example.com,https://linkedin.com/in/craig72,Los Angeles,Master's,UC Berkeley,18,Google,['FoodTech'],True,False,2020-07-15
founder_471,Cynthia Black,kellymathew@example.org,https://linkedin.com/in/david01,Boston,Self-taught,MIT,9,Startup,"['AI/ML', 'LegalTech', 'SaaS']",True,False,2019-12-10
founder_472,John Chavez,gpoole@example.com,https://linkedin.com/in/javier16,New York,Self-taught,Caltech,4,Finance,"['FinTech', 'HRTech']",False,False,2024-12-01
founder_473,Kevin Davies,sharonmitchell@example.com,https://linkedin.com/in/adam86,Seattle,PhD,UC Berkeley,7,Facebook,['PropTech'],False,False,2024-02-14
founder_474,Carla Murphy,alexisrobertson@example.net,https://linkedin.com/in/howemichelle,Seattle,PhD,Caltech,20,Google,['SaaS'],True,False,2023-11-09
founder_475,Robert Green,crystalconway@example.net,https://linkedin.com/in/rachel16,Austin,PhD,Stanford,2,Google,"['HealthTech', 'MarTech', 'E-commerce']",False,True,2016-08-27
founder_476,Rodney Stephens,reginald82@example.net,https://linkedin.com/in/dwalters,Austin,PhD,Stanford,7,Amazon,['PropTech'],True,False,2024-07-12
founder_477,Tara Shannon,andrew36@example.com,https://linkedin.com/in/brendasnyder,Philadelphia,Master's,Harvard,23,Amazon,"['FinTech', 'AI/ML', 'SaaS']",False,False,2024-09-27
founder_478,Joseph Glenn,jessicasparks@example.org,https://linkedin.com/in/stephanie13,Atlanta,Master's,UC Berkeley,23,Consulting,"['SaaS', 'EdTech']",True,False,2018-05-09
founder_479,Antonio Harris,martinjeffrey@example.org,https://linkedin.com/in/crichardson,Miami,Self-taught,MIT,8,Microsoft,"['InsurTech', 'HRTech']",True,False,2015-09-16
founder_480,Melissa Scott,joneill@example.org,https://linkedin.com/in/nancyflores,Boston,Master's,Harvard,21,Apple,['FoodTech'],True,False,2021-10-19
founder_481,Alison Jackson,ufrazier@example.net,https://linkedin.com/in/moranryan,Seattle,Bachelor's,CMU,8,Consulting,['AgriTech'],True,False,2017-09-26
founder_482,Christopher Dominguez,kcooper@example.org,https://linkedin.com/in/hdorsey,Austin,Master's,Caltech,12,Microsoft,"['InsurTech', 'CleanTech', 'FoodTech']",True,False,2021-08-31
founder_483,Chelsea Parker,debbie34@example.com,https://linkedin.com/in/mendezthomas,Portland,PhD,Stanford,20,Google,['PropTech'],True,False,2018-09-13
founder_484,Ashley Camacho,jamieoliver@example.net,https://linkedin.com/in/roger63,Washington DC,Bachelor's,Caltech,5,Facebook,"['Blockchain', 'SaaS', 'PropTech']",False,False,2019-08-15
founder_485,Dorothy Conley,john20@example.com,https://linkedin.com/in/pnguyen,Austin,PhD,,19,Apple,['HRTech'],True,False,2024-12-30
founder_486,Mackenzie Holt,uanderson@example.org,https://linkedin.com/in/jacquelinesalazar,Seattle,Bachelor's,UC Berkeley,6,Microsoft,['IoT'],True,False,2024-02-03
founder_487,Bobby Becker,ueverett@example.net,https://linkedin.com/in/molly03,Los Angeles,Self-taught,,16,Apple,"['FinTech', 'SaaS']",False,False,2020-03-01
founder_488,Edward Edwards,ggaines@example.net,https://linkedin.com/in/jeremy09,Nashville,Master's,CMU,11,Facebook,['E-commerce'],True,True,2020-05-14
founder_489,Kristin Dunn,georgegregory@example.org,https://linkedin.com/in/cmcconnell,New York,Self-taught,Harvard,9,Facebook,['MarTech'],True,False,2022-09-29
founder_490,Barbara Wall,lisa48@example.org,https://linkedin.com/in/trowland,San Diego,PhD,Stanford,9,Apple,"['E-commerce', 'FinTech']",True,False,2020-12-20
founder_491,Carlos Hull,albert55@example.com,https://linkedin.com/in/brett61,Boston,Bachelor's,Harvard,1,Amazon,['FinTech'],True,False,2020-07-11
